ano_trabajo;título profesional;Categoría de Trabajo;moneda_salario;salario;salario_en_usd;residencia_empleado;nivel_de_experiencia;Tipo_de_empleo;escenario _de_trabajo;Ubicación_de_la_compañía;tamaño de la empresa
2023;Dueño de producto de datos;Liderazgo y gestión;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de Calidad de Datos;Calidad de datos y operaciones;GBP;40000;49216;Reino Unido;Nivel Básico;Full-time;Remoto;Reino Unido;M
2023;Analista de Calidad de Datos;Calidad de datos y operaciones;GBP;30000;36912;Reino Unido;Nivel Básico;Full-time;Remoto;Reino Unido;M
2023;Consultor de ciencias de datos;Investigación y ciencia de datos;GBP;57000;70132;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Consultor de ciencias de datos;Investigación y ciencia de datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Líder de ciencia de datos;Investigación y ciencia de datos;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Líder de ciencia de datos;Investigación y ciencia de datos;GBP;50000;61520;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;35000;43064;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;30000;36912;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;140000;172256;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;100000;123040;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;100000;123040;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;70000;86128;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;166000;166000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;90000;90000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;140000;172256;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;100000;123040;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;45000;55368;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;65000;79976;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;45000;55368;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;110000;135344;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;80000;98432;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;100000;123040;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;160800;160800;Reino Unido;Nivel Básico;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;132200;132200;Reino Unido;Nivel Básico;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;90000;110736;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;70000;86128;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;135000;135000;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;100000;100000;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;75000;92280;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;65000;79976;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;50000;61520;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;40000;49216;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;177000;177000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;136000;136000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;277300;277300;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;213300;213300;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;228856;228856;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;144540;144540;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;70000;86128;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;100000;123040;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;213654;213654;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;142436;142436;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;228856;228856;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;144540;144540;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;172800;172800;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;110000;110000;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;177300;177300;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;136300;136300;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;55000;67672;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;45000;55368;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;65000;79976;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;70000;86128;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;90000;110736;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;185000;185000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de datos;Investigación y ciencia de datos;USD;120250;120250;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de decisión;Investigación y ciencia de datos;GBP;140000;172256;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de decisión;Investigación y ciencia de datos;GBP;100000;123040;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Desarrollador de BI;BI y visualización;GBP;80000;98432;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Desarrollador de BI;BI y visualización;GBP;50750;62442;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Desarrollador de BI;BI y visualización;GBP;75000;92280;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Desarrollador de BI;BI y visualización;GBP;40000;49216;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Director de Ciencia de Datos;Investigación y ciencia de datos;GBP;200000;246080;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Director de Ciencia de Datos;Investigación y ciencia de datos;GBP;150000;184560;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Director de Ciencia de Datos;Investigación y ciencia de datos;GBP;200000;246080;Reino Unido;Ejecutivo;Full-time;En persona;Reino Unido;M
2023;Director de Ciencia de Datos;Investigación y ciencia de datos;GBP;165000;203016;Reino Unido;Ejecutivo;Full-time;En persona;Reino Unido;M
2023;Ingeniero ETL;Ingeniería de datos;GBP;70000;86128;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero ETL;Ingeniería de datos;GBP;47500;58444;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Gerente de Ingeniería Analítica;Liderazgo y gestión;GBP;325000;399880;Reino Unido;Senior;Full-time;Híbrido;Reino Unido;L
2023;Jefe de Datos;Liderazgo y gestión;GBP;200000;246080;Reino Unido;Ejecutivo;Full-time;En persona;Reino Unido;M
2023;Jefe de Datos;Liderazgo y gestión;GBP;150000;184560;Reino Unido;Ejecutivo;Full-time;En persona;Reino Unido;M
2023;Jefe de Datos;Liderazgo y gestión;GBP;110000;135344;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Jefe de Datos;Liderazgo y gestión;GBP;90000;110736;Reino Unido;Ejecutivo;Full-time;Remoto;Reino Unido;M
2023;Jefe de Ciencia de Datos;Investigación y ciencia de datos;GBP;131899;162288;Reino Unido;Ejecutivo;Full-time;En persona;Reino Unido;M
2023;Jefe de Ciencia de Datos;Investigación y ciencia de datos;GBP;104891;129058;Reino Unido;Ejecutivo;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;GBP;300000;369120;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;230000;230000;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;170000;170000;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;146100;146100;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;112400;112400;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;152900;152900;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;117700;117700;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;GBP;50000;61520;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;289800;289800;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;214000;214000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;GBP;350000;430640;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;GBP;50000;61520;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;230000;230000;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero analítico;Liderazgo y gestión;USD;143200;143200;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de IA;Aprendizaje automático e IA;GBP;300000;369120;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de IA;Aprendizaje automático e IA;GBP;33063;40680;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de investigación de IA;Investigación y ciencia de datos;GBP;66000;81206;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de visión;Análisis de los datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de visión;Análisis de los datos;GBP;35000;43064;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de visión;Análisis de los datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de visión;Análisis de los datos;GBP;35000;43064;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de visión;Análisis de los datos;GBP;42000;51676;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Analista de visión;Análisis de los datos;GBP;35000;43064;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;75000;92280;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;55000;67672;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;240000;240000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;160000;160000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;210600;210600;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;135000;135000;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;258800;258800;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;199200;199200;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;258800;258800;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;199200;199200;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;258800;258800;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;199200;199200;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;146000;146000;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;97400;97400;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;300000;300000;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;200000;200000;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;237400;237400;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;132870;132870;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;161000;198094;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;83300;102492;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;40000;49216;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;100000;123040;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;80000;98432;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;120000;147648;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;100000;123040;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;89700;110367;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;55250;67979;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;62000;76284;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;52000;63980;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;48000;59059;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;GBP;38000;46755;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de Infraestructura de Aprendizaje Automático;Aprendizaje automático e IA;GBP;96000;118118;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de Infraestructura de Aprendizaje Automático;Aprendizaje automático e IA;GBP;65000;79976;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de Infraestructura de Aprendizaje Automático;Aprendizaje automático e IA;USD;165400;165400;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de Infraestructura de Aprendizaje Automático;Aprendizaje automático e IA;USD;127300;127300;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Ingeniero de investigación de aprendizaje automático;Investigación y ciencia de datos;GBP;60000;73824;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;L
2023;Científico de aprendizaje automático;Aprendizaje automático e IA;GBP;171000;210398;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de aprendizaje automático;Aprendizaje automático e IA;GBP;120000;147648;Reino Unido;Senior;Full-time;En persona;Reino Unido;M
2023;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;180514;180514;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;108308;108308;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;180514;180514;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;108308;108308;Reino Unido;Senior;Full-time;Remoto;Reino Unido;M
2023;Analista de investigación;Investigación y ciencia de datos;GBP;35000;43064;Reino Unido;Nivel Básico;Full-time;En persona;Reino Unido;M
2023;Analista de investigación;Investigación y ciencia de datos;GBP;35000;43064;Reino Unido;Nivel Básico;Full-time;En persona;Reino Unido;M
2023;Ingeniero de investigación;Investigación y ciencia de datos;GBP;70000;86128;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de investigación;Investigación y ciencia de datos;GBP;55000;67672;Reino Unido;Nivel medio;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de investigación;Investigación y ciencia de datos;USD;120000;120000;Reino Unido;Nivel Básico;Full-time;Remoto;Reino Unido;M
2023;Ingeniero de investigación;Investigación y ciencia de datos;USD;60000;60000;Reino Unido;Nivel Básico;Full-time;Remoto;Reino Unido;M
2023;Científico de investigación;Investigación y ciencia de datos;USD;280000;280000;Reino Unido;Nivel medio;Full-time;Híbrido;Reino Unido;L
2023;Científico de investigación;Investigación y ciencia de datos;GBP;161200;198340;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Científico de investigación;Investigación y ciencia de datos;GBP;84570;104055;Reino Unido;Nivel medio;Full-time;En persona;Reino Unido;M
2023;Técnico de Vehículos Autónomos;Aprendizaje automático e IA;USD;120000;120000;Reino Unido;Nivel medio;Full-time;Híbrido;Reino Unido;M
2023;Arquitecto de IA;Aprendizaje automático e IA;EUR;200000;215936;Bélgica;Ejecutivo;Full-time;Remoto;Estados Unidos;L
2023;Analista de datos BI;Análisis de los datos;USD;85000;85000;Canada;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Analista de datos BI;Análisis de los datos;USD;70000;70000;Egipto;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Analista de datos financieros;Análisis de los datos;EUR;300000;323905;Francia;Senior;Contract;Remoto;Estados Unidos;M
2023;Ingeniero de datos en la nube;Ingeniería de datos;USD;100000;100000;Alemania;Nivel Básico;Full-time;Híbrido;Estados Unidos;L
2023;Gerente de aprendizaje automático;Aprendizaje automático e IA;EUR;120000;129562;Alemania;Senior;Full-time;Remoto;Estados Unidos;L
2023;Ingeniero en Visión por Computador;Aprendizaje automático e IA;USD;90000;90000;India;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Científico de datos;Investigación y ciencia de datos;USD;50000;50000;India;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;EUR;65000;70179;Italia;Senior;Full-time;Remoto;Estados Unidos;L
2023;Analista de datos;Análisis de los datos;USD;50000;50000;Kuwait;Nivel Básico;Full-time;Híbrido;Estados Unidos;L
2023;Científico aplicado;Investigación y ciencia de datos;USD;20000;20000;Nigeria;Nivel medio;Full-time;Remoto;Estados Unidos;L
2023;Analista de datos empresariales;Análisis de los datos;USD;35000;35000;Filipinas;Nivel medio;Contract;Remoto;Estados Unidos;M
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;150000;150000;Portugal;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de operaciones de aprendizaje automático;Aprendizaje automático e IA;USD;60000;60000;Tailandia;Senior;Full-time;Remoto;Estados Unidos;L
2023;Ingeniero de investigación de IA;Investigación y ciencia de datos;USD;150000;150000;Túnez;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Científico de IA;Aprendizaje automático e IA;USD;100000;100000;Turkey;Senior;Full-time;Remoto;Estados Unidos;S
2023;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;36000;36000;Uganda;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;160000;160000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;140000;140000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;202000;202000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;147000;147000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;202000;202000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;147000;147000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;118800;118800;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;75000;75000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;140000;140000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;110000;110000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;118800;118800;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;75000;75000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;130800;130800;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;87200;87200;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;234485;234485;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;112655;112655;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;135000;135000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;150000;150000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;93000;93000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;135000;135000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;125000;125000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Analista de BI;BI y visualización;USD;110000;110000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Arquitecto de datos de AWS;Arquitectura y modelado de datos;USD;258000;258000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;L
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;305100;305100;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;146900;146900;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;330000;330000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;204000;204000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;330000;330000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;204000;204000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;330000;330000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Arquitecto de IA;Aprendizaje automático e IA;USD;204000;204000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
